#ies_format_version: 1.0
#file: 20251209_11000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 7
#timestep_sec: 11.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	str1_cell1_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell1)
#005;	str1_cell1_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell1)
#006;	str1_cell1_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell1)
#007;	str1_cell2_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell2)
#008;	str1_cell2_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell2)
#009;	str1_cell2_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell2)
YYYYMMDD;	hhmmss;	unixtimestamp;	str1_cell1_R;	str1_cell1_V;	str1_cell1_T;	str1_cell2_R;	str1_cell2_V;	str1_cell2_T
20251209;	112349;	1765254229.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112400;	1765254240.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112411;	1765254251.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112422;	1765254262.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112433;	1765254273.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112444;	1765254284.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112455;	1765254295.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112506;	1765254306.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112517;	1765254317.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112528;	1765254328.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112539;	1765254339.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112550;	1765254350.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112601;	1765254361.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112612;	1765254372.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112623;	1765254383.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112634;	1765254394.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112645;	1765254405.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112656;	1765254416.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112707;	1765254427.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112718;	1765254438.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112729;	1765254449.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112740;	1765254460.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112751;	1765254471.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112802;	1765254482.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112813;	1765254493.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112824;	1765254504.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112835;	1765254515.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112846;	1765254526.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112857;	1765254537.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112908;	1765254548.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112919;	1765254559.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112930;	1765254570.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112941;	1765254581.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112952;	1765254592.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113003;	1765254603.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113014;	1765254614.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113025;	1765254625.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113036;	1765254636.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113047;	1765254647.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113058;	1765254658.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113109;	1765254669.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113120;	1765254680.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113131;	1765254691.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113142;	1765254702.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113153;	1765254713.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113204;	1765254724.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113215;	1765254735.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113226;	1765254746.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113237;	1765254757.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113248;	1765254768.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113259;	1765254779.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113310;	1765254790.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113321;	1765254801.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113332;	1765254812.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113343;	1765254823.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113354;	1765254834.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113405;	1765254845.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113416;	1765254856.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113427;	1765254867.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113438;	1765254878.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113449;	1765254889.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113500;	1765254900.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113511;	1765254911.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113522;	1765254922.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113533;	1765254933.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113544;	1765254944.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113555;	1765254955.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113606;	1765254966.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113617;	1765254977.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113628;	1765254988.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113639;	1765254999.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113650;	1765255010.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113701;	1765255021.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113712;	1765255032.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113723;	1765255043.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113734;	1765255054.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113745;	1765255065.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113756;	1765255076.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113807;	1765255087.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113818;	1765255098.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113829;	1765255109.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113840;	1765255120.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113851;	1765255131.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113902;	1765255142.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113913;	1765255153.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113924;	1765255164.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113935;	1765255175.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113946;	1765255186.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	113957;	1765255197.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114008;	1765255208.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114019;	1765255219.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114030;	1765255230.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114041;	1765255241.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114052;	1765255252.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114103;	1765255263.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	114114;	1765255274.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
